net,type,channel,lane,x_um,y_um
bond_ch7_lane61,signal,7,61,363.0,129.0
bond_ch7_lane62,signal,7,62,363.0,138.0
bond_ch7_lane63,signal,7,63,363.0,147.0
VDD_BOND,power,7,-1,358.5,124.5
VSS_BOND,power,7,-1,358.5,133.5
VDD_BOND,power,7,-1,358.5,142.5
VSS_BOND,power,7,-1,358.5,151.5
bond_ch7_lane64,signal,7,64,354.0,120.0
bond_ch7_lane65,signal,7,65,354.0,129.0
bond_ch7_lane66,signal,7,66,354.0,138.0
bond_ch7_lane67,signal,7,67,354.0,147.0
bond_ch7_lane68,signal,7,68,345.0,120.0
bond_ch7_lane69,signal,7,69,345.0,129.0
bond_ch7_lane70,signal,7,70,345.0,138.0
bond_ch7_lane71,signal,7,71,345.0,147.0
bond_ch7_lane72,signal,7,72,336.0,120.0
bond_ch7_lane73,signal,7,73,336.0,129.0
bond_ch7_lane74,signal,7,74,336.0,138.0
bond_ch7_lane75,signal,7,75,336.0,147.0
bond_ch7_lane76,signal,7,76,327.0,120.0
bond_ch7_lane77,signal,7,77,327.0,129.0
bond_ch7_lane78,signal,7,78,327.0,138.0
bond_ch7_lane79,signal,7,79,327.0,147.0
VDD_BOND,power,7,-1,322.5,124.5
VSS_BOND,power,7,-1,322.5,133.5
VDD_BOND,power,7,-1,322.5,142.5
VSS_BOND,power,7,-1,322.5,151.5
bond_ch7_lane80,signal,7,80,318.0,120.0
bond_ch7_lane81,signal,7,81,318.0,129.0
bond_ch7_lane82,signal,7,82,318.0,138.0
bond_ch7_lane83,signal,7,83,318.0,147.0
bond_ch7_lane84,signal,7,84,309.0,120.0
bond_ch7_lane85,signal,7,85,309.0,129.0
bond_ch7_lane86,signal,7,86,309.0,138.0
bond_ch7_lane87,signal,7,87,309.0,147.0
bond_ch7_lane88,signal,7,88,300.0,120.0
bond_ch7_lane89,signal,7,89,300.0,129.0
bond_ch7_lane90,signal,7,90,300.0,138.0
bond_ch7_lane91,signal,7,91,300.0,147.0
bond_ch7_lane92,signal,7,92,291.0,120.0
bond_ch7_lane93,signal,7,93,291.0,129.0
bond_ch7_lane94,signal,7,94,291.0,138.0
bond_ch7_lane95,signal,7,95,291.0,147.0
VDD_BOND,power,7,-1,286.5,124.5
VSS_BOND,power,7,-1,286.5,133.5
VDD_BOND,power,7,-1,286.5,142.5
VSS_BOND,power,7,-1,286.5,151.5
bond_ch7_lane96,signal,7,96,282.0,120.0
bond_ch7_lane97,signal,7,97,282.0,129.0
bond_ch7_lane98,signal,7,98,282.0,138.0
bond_ch7_lane99,signal,7,99,282.0,147.0
bond_ch7_lane100,signal,7,100,273.0,120.0
bond_ch7_lane101,signal,7,101,273.0,129.0
bond_ch7_lane102,signal,7,102,273.0,138.0
bond_ch7_lane103,signal,7,103,273.0,147.0
bond_ch7_lane104,signal,7,104,264.0,120.0
bond_ch7_lane105,signal,7,105,264.0,129.0
bond_ch7_lane106,signal,7,106,264.0,138.0
bond_ch7_lane107,signal,7,107,264.0,147.0
bond_ch7_lane108,signal,7,108,255.0,120.0
bond_ch7_lane109,signal,7,109,255.0,129.0
bond_ch7_lane110,signal,7,110,255.0,138.0
bond_ch7_lane111,signal,7,111,255.0,147.0
VDD_BOND,power,7,-1,250.5,124.5
VSS_BOND,power,7,-1,250.5,133.5
VDD_BOND,power,7,-1,250.5,142.5
VSS_BOND,power,7,-1,250.5,151.5
bond_ch7_lane112,signal,7,112,246.0,120.0
bond_ch7_lane113,signal,7,113,246.0,129.0
bond_ch7_lane114,signal,7,114,246.0,138.0
bond_ch7_lane115,signal,7,115,246.0,147.0
bond_ch7_lane116,signal,7,116,237.0,120.0
bond_ch7_lane117,signal,7,117,237.0,129.0
bond_ch7_lane118,signal,7,118,237.0,138.0
bond_ch7_lane119,signal,7,119,237.0,147.0
bond_ch7_lane120,signal,7,120,228.0,120.0
bond_ch7_lane121,signal,7,121,228.0,129.0
bond_ch7_lane122,signal,7,122,228.0,138.0
bond_ch7_lane123,signal,7,123,228.0,147.0
bond_ch7_lane124,signal,7,124,219.0,120.0
bond_ch7_lane125,signal,7,125,219.0,129.0
bond_ch7_lane126,signal,7,126,219.0,138.0
bond_ch7_lane127,signal,7,127,219.0,147.0
VDD_BOND,power,7,-1,214.5,124.5
VSS_BOND,power,7,-1,214.5,133.5
VDD_BOND,power,7,-1,214.5,142.5
VSS_BOND,power,7,-1,214.5,151.5
bond_ch7_lane128,signal,7,128,210.0,120.0
bond_ch7_lane129,signal,7,129,210.0,129.0
bond_ch7_lane130,signal,7,130,210.0,138.0
bond_ch7_lane131,signal,7,131,210.0,147.0
bond_ch7_lane132,signal,7,132,201.0,120.0
bond_ch7_lane133,signal,7,133,201.0,129.0
bond_ch7_lane134,signal,7,134,201.0,138.0
bond_ch7_lane135,signal,7,135,201.0,147.0
bond_ch7_lane136,signal,7,136,192.0,120.0
bond_ch7_lane137,signal,7,137,192.0,129.0
bond_ch7_lane138,signal,7,138,192.0,138.0
bond_ch7_lane139,signal,7,139,192.0,147.0
bond_ch7_lane140,signal,7,140,183.0,120.0
bond_ch7_lane141,signal,7,141,183.0,129.0
bond_ch7_lane142,signal,7,142,183.0,138.0
bond_ch7_lane143,signal,7,143,183.0,147.0
VDD_BOND,power,7,-1,178.5,124.5
VSS_BOND,power,7,-1,178.5,133.5
VDD_BOND,power,7,-1,178.5,142.5
VSS_BOND,power,7,-1,178.5,151.5
bond_ch7_lane144,signal,7,144,174.0,120.0
bond_ch7_lane145,signal,7,145,174.0,129.0
bond_ch7_lane146,signal,7,146,174.0,138.0
bond_ch7_lane147,signal,7,147,174.0,147.0
bond_ch7_lane148,signal,7,148,165.0,120.0
bond_ch7_lane149,signal,7,149,165.0,129.0
bond_ch7_lane150,signal,7,150,165.0,138.0
bond_ch7_lane151,signal,7,151,165.0,147.0
bond_ch7_lane152,signal,7,152,156.0,120.0
bond_ch7_lane153,signal,7,153,156.0,129.0
bond_ch7_lane154,signal,7,154,156.0,138.0
bond_ch7_lane155,signal,7,155,156.0,147.0
bond_ch7_lane156,signal,7,156,147.0,120.0
bond_ch7_lane157,signal,7,157,147.0,129.0
bond_ch7_lane158,signal,7,158,147.0,138.0
bond_ch7_lane159,signal,7,159,147.0,147.0
VDD_BOND,power,7,-1,142.5,124.5
VSS_BOND,power,7,-1,142.5,133.5
VDD_BOND,power,7,-1,142.5,142.5
VSS_BOND,power,7,-1,142.5,151.5
bond_ch7_lane160,signal,7,160,138.0,120.0
bond_ch7_lane161,signal,7,161,138.0,129.0
bond_ch7_lane162,signal,7,162,138.0,138.0
bond_ch7_lane163,signal,7,163,138.0,147.0
bond_ch7_lane164_spare,signal,7,164,129.0,120.0
bond_ch7_lane165_spare,signal,7,165,129.0,129.0
bond_ch7_lane166_spare,signal,7,166,129.0,138.0
bond_ch7_lane167_spare,signal,7,167,129.0,147.0
bond_ch7_lane168_spare,signal,7,168,120.0,120.0
bond_ch7_lane169_spare,signal,7,169,120.0,129.0
bond_ch7_lane170_spare,signal,7,170,120.0,138.0
bond_ch7_lane171_spare,signal,7,171,120.0,147.0
VDD_BOND,power,7,-1,115.5,124.5
VSS_BOND,power,7,-1,115.5,133.5
VDD_BOND,power,7,-1,115.5,142.5
VSS_BOND,power,7,-1,115.5,151.5
clk_fwd_p,control,-1,-1,3270.0,102.0
clk_fwd_n,control,-1,-1,3261.0,102.0
rst_n,control,-1,-1,3252.0,102.0
train_en,control,-1,-1,3243.0,102.0
train_ack,control,-1,-1,3234.0,102.0
dft_tck,control,-1,-1,3225.0,102.0
dft_tms,control,-1,-1,3216.0,102.0
dft_tdi,control,-1,-1,3207.0,102.0
dft_tdo,control,-1,-1,3198.0,102.0
dft_trst_n,control,-1,-1,3189.0,102.0
efuse_prog,control,-1,-1,3180.0,102.0
efuse_sense,control,-1,-1,3171.0,102.0
pwr_ok,control,-1,-1,3162.0,102.0
pwr_req,control,-1,-1,3153.0,102.0
thermal_alert,control,-1,-1,3144.0,102.0
spare_ctl_0,control,-1,-1,3135.0,102.0
spare_ctl_1,control,-1,-1,3126.0,102.0
spare_ctl_2,control,-1,-1,3117.0,102.0
spare_ctl_3,control,-1,-1,3108.0,102.0
spare_ctl_4,control,-1,-1,3099.0,102.0
spare_ctl_5,control,-1,-1,3090.0,102.0
spare_ctl_6,control,-1,-1,3081.0,102.0
spare_ctl_7,control,-1,-1,3072.0,102.0
spare_ctl_8,control,-1,-1,3063.0,102.0
