net,type,channel,lane,x_um,y_um
bond_ch4_lane154,signal,4,154,2046.0,138.0
bond_ch4_lane155,signal,4,155,2046.0,147.0
bond_ch4_lane156,signal,4,156,2055.0,120.0
bond_ch4_lane157,signal,4,157,2055.0,129.0
bond_ch4_lane158,signal,4,158,2055.0,138.0
bond_ch4_lane159,signal,4,159,2055.0,147.0
VDD_BOND,power,4,-1,2059.5,124.5
VSS_BOND,power,4,-1,2059.5,133.5
VDD_BOND,power,4,-1,2059.5,142.5
VSS_BOND,power,4,-1,2059.5,151.5
bond_ch4_lane160,signal,4,160,2064.0,120.0
bond_ch4_lane161,signal,4,161,2064.0,129.0
bond_ch4_lane162,signal,4,162,2064.0,138.0
bond_ch4_lane163,signal,4,163,2064.0,147.0
bond_ch4_lane164_spare,signal,4,164,2073.0,120.0
bond_ch4_lane165_spare,signal,4,165,2073.0,129.0
bond_ch4_lane166_spare,signal,4,166,2073.0,138.0
bond_ch4_lane167_spare,signal,4,167,2073.0,147.0
bond_ch4_lane168_spare,signal,4,168,2082.0,120.0
bond_ch4_lane169_spare,signal,4,169,2082.0,129.0
bond_ch4_lane170_spare,signal,4,170,2082.0,138.0
bond_ch4_lane171_spare,signal,4,171,2082.0,147.0
VDD_BOND,power,4,-1,2086.5,124.5
VSS_BOND,power,4,-1,2086.5,133.5
VDD_BOND,power,4,-1,2086.5,142.5
VSS_BOND,power,4,-1,2086.5,151.5
bond_ch5_lane0,signal,5,0,2100.0,120.0
bond_ch5_lane1,signal,5,1,2100.0,129.0
bond_ch5_lane2,signal,5,2,2100.0,138.0
bond_ch5_lane3,signal,5,3,2100.0,147.0
VDD_BOND,power,5,-1,2104.5,124.5
VSS_BOND,power,5,-1,2104.5,133.5
VDD_BOND,power,5,-1,2104.5,142.5
VSS_BOND,power,5,-1,2104.5,151.5
bond_ch5_lane4,signal,5,4,2109.0,120.0
bond_ch5_lane5,signal,5,5,2109.0,129.0
bond_ch5_lane6,signal,5,6,2109.0,138.0
bond_ch5_lane7,signal,5,7,2109.0,147.0
bond_ch5_lane8,signal,5,8,2118.0,120.0
bond_ch5_lane9,signal,5,9,2118.0,129.0
bond_ch5_lane10,signal,5,10,2118.0,138.0
bond_ch5_lane11,signal,5,11,2118.0,147.0
bond_ch5_lane12,signal,5,12,2127.0,120.0
bond_ch5_lane13,signal,5,13,2127.0,129.0
bond_ch5_lane14,signal,5,14,2127.0,138.0
bond_ch5_lane15,signal,5,15,2127.0,147.0
VDD_BOND,power,5,-1,2131.5,124.5
VSS_BOND,power,5,-1,2131.5,133.5
VDD_BOND,power,5,-1,2131.5,142.5
VSS_BOND,power,5,-1,2131.5,151.5
bond_ch5_lane16,signal,5,16,2136.0,120.0
bond_ch5_lane17,signal,5,17,2136.0,129.0
bond_ch5_lane18,signal,5,18,2136.0,138.0
bond_ch5_lane19,signal,5,19,2136.0,147.0
bond_ch5_lane20,signal,5,20,2145.0,120.0
bond_ch5_lane21,signal,5,21,2145.0,129.0
bond_ch5_lane22,signal,5,22,2145.0,138.0
bond_ch5_lane23,signal,5,23,2145.0,147.0
bond_ch5_lane24,signal,5,24,2154.0,120.0
bond_ch5_lane25,signal,5,25,2154.0,129.0
bond_ch5_lane26,signal,5,26,2154.0,138.0
bond_ch5_lane27,signal,5,27,2154.0,147.0
bond_ch5_lane28,signal,5,28,2163.0,120.0
bond_ch5_lane29,signal,5,29,2163.0,129.0
bond_ch5_lane30,signal,5,30,2163.0,138.0
bond_ch5_lane31,signal,5,31,2163.0,147.0
VDD_BOND,power,5,-1,2167.5,124.5
VSS_BOND,power,5,-1,2167.5,133.5
VDD_BOND,power,5,-1,2167.5,142.5
VSS_BOND,power,5,-1,2167.5,151.5
bond_ch5_lane32,signal,5,32,2172.0,120.0
bond_ch5_lane33,signal,5,33,2172.0,129.0
bond_ch5_lane34,signal,5,34,2172.0,138.0
bond_ch5_lane35,signal,5,35,2172.0,147.0
bond_ch5_lane36,signal,5,36,2181.0,120.0
bond_ch5_lane37,signal,5,37,2181.0,129.0
bond_ch5_lane38,signal,5,38,2181.0,138.0
bond_ch5_lane39,signal,5,39,2181.0,147.0
bond_ch5_lane40,signal,5,40,2190.0,120.0
bond_ch5_lane41,signal,5,41,2190.0,129.0
bond_ch5_lane42,signal,5,42,2190.0,138.0
bond_ch5_lane43,signal,5,43,2190.0,147.0
bond_ch5_lane44,signal,5,44,2199.0,120.0
bond_ch5_lane45,signal,5,45,2199.0,129.0
bond_ch5_lane46,signal,5,46,2199.0,138.0
bond_ch5_lane47,signal,5,47,2199.0,147.0
VDD_BOND,power,5,-1,2203.5,124.5
VSS_BOND,power,5,-1,2203.5,133.5
VDD_BOND,power,5,-1,2203.5,142.5
VSS_BOND,power,5,-1,2203.5,151.5
bond_ch5_lane48,signal,5,48,2208.0,120.0
bond_ch5_lane49,signal,5,49,2208.0,129.0
bond_ch5_lane50,signal,5,50,2208.0,138.0
bond_ch5_lane51,signal,5,51,2208.0,147.0
bond_ch5_lane52,signal,5,52,2217.0,120.0
bond_ch5_lane53,signal,5,53,2217.0,129.0
bond_ch5_lane54,signal,5,54,2217.0,138.0
bond_ch5_lane55,signal,5,55,2217.0,147.0
bond_ch5_lane56,signal,5,56,2226.0,120.0
bond_ch5_lane57,signal,5,57,2226.0,129.0
bond_ch5_lane58,signal,5,58,2226.0,138.0
bond_ch5_lane59,signal,5,59,2226.0,147.0
bond_ch5_lane60,signal,5,60,2235.0,120.0
bond_ch5_lane61,signal,5,61,2235.0,129.0
bond_ch5_lane62,signal,5,62,2235.0,138.0
bond_ch5_lane63,signal,5,63,2235.0,147.0
VDD_BOND,power,5,-1,2239.5,124.5
VSS_BOND,power,5,-1,2239.5,133.5
VDD_BOND,power,5,-1,2239.5,142.5
VSS_BOND,power,5,-1,2239.5,151.5
bond_ch5_lane64,signal,5,64,2244.0,120.0
bond_ch5_lane65,signal,5,65,2244.0,129.0
bond_ch5_lane66,signal,5,66,2244.0,138.0
bond_ch5_lane67,signal,5,67,2244.0,147.0
bond_ch5_lane68,signal,5,68,2253.0,120.0
bond_ch5_lane69,signal,5,69,2253.0,129.0
bond_ch5_lane70,signal,5,70,2253.0,138.0
bond_ch5_lane71,signal,5,71,2253.0,147.0
bond_ch5_lane72,signal,5,72,2262.0,120.0
bond_ch5_lane73,signal,5,73,2262.0,129.0
bond_ch5_lane74,signal,5,74,2262.0,138.0
bond_ch5_lane75,signal,5,75,2262.0,147.0
bond_ch5_lane76,signal,5,76,2271.0,120.0
bond_ch5_lane77,signal,5,77,2271.0,129.0
bond_ch5_lane78,signal,5,78,2271.0,138.0
bond_ch5_lane79,signal,5,79,2271.0,147.0
VDD_BOND,power,5,-1,2275.5,124.5
VSS_BOND,power,5,-1,2275.5,133.5
VDD_BOND,power,5,-1,2275.5,142.5
VSS_BOND,power,5,-1,2275.5,151.5
bond_ch5_lane80,signal,5,80,2280.0,120.0
bond_ch5_lane81,signal,5,81,2280.0,129.0
bond_ch5_lane82,signal,5,82,2280.0,138.0
bond_ch5_lane83,signal,5,83,2280.0,147.0
bond_ch5_lane84,signal,5,84,2289.0,120.0
bond_ch5_lane85,signal,5,85,2289.0,129.0
bond_ch5_lane86,signal,5,86,2289.0,138.0
bond_ch5_lane87,signal,5,87,2289.0,147.0
bond_ch5_lane88,signal,5,88,2298.0,120.0
bond_ch5_lane89,signal,5,89,2298.0,129.0
bond_ch5_lane90,signal,5,90,2298.0,138.0
bond_ch5_lane91,signal,5,91,2298.0,147.0
bond_ch5_lane92,signal,5,92,2307.0,120.0
bond_ch5_lane93,signal,5,93,2307.0,129.0
bond_ch5_lane94,signal,5,94,2307.0,138.0
bond_ch5_lane95,signal,5,95,2307.0,147.0
VDD_BOND,power,5,-1,2311.5,124.5
VSS_BOND,power,5,-1,2311.5,133.5
VDD_BOND,power,5,-1,2311.5,142.5
VSS_BOND,power,5,-1,2311.5,151.5
bond_ch5_lane96,signal,5,96,2316.0,120.0
bond_ch5_lane97,signal,5,97,2316.0,129.0
bond_ch5_lane98,signal,5,98,2316.0,138.0
bond_ch5_lane99,signal,5,99,2316.0,147.0
bond_ch5_lane100,signal,5,100,2325.0,120.0
bond_ch5_lane101,signal,5,101,2325.0,129.0
bond_ch5_lane102,signal,5,102,2325.0,138.0
bond_ch5_lane103,signal,5,103,2325.0,147.0
bond_ch5_lane104,signal,5,104,2334.0,120.0
bond_ch5_lane105,signal,5,105,2334.0,129.0
bond_ch5_lane106,signal,5,106,2334.0,138.0
bond_ch5_lane107,signal,5,107,2334.0,147.0
bond_ch5_lane108,signal,5,108,2343.0,120.0
bond_ch5_lane109,signal,5,109,2343.0,129.0
bond_ch5_lane110,signal,5,110,2343.0,138.0
bond_ch5_lane111,signal,5,111,2343.0,147.0
VDD_BOND,power,5,-1,2347.5,124.5
VSS_BOND,power,5,-1,2347.5,133.5
VDD_BOND,power,5,-1,2347.5,142.5
VSS_BOND,power,5,-1,2347.5,151.5
bond_ch5_lane112,signal,5,112,2352.0,120.0
bond_ch5_lane113,signal,5,113,2352.0,129.0
bond_ch5_lane114,signal,5,114,2352.0,138.0
bond_ch5_lane115,signal,5,115,2352.0,147.0
bond_ch5_lane116,signal,5,116,2361.0,120.0
bond_ch5_lane117,signal,5,117,2361.0,129.0
bond_ch5_lane118,signal,5,118,2361.0,138.0
bond_ch5_lane119,signal,5,119,2361.0,147.0
bond_ch5_lane120,signal,5,120,2370.0,120.0
bond_ch5_lane121,signal,5,121,2370.0,129.0
bond_ch5_lane122,signal,5,122,2370.0,138.0
bond_ch5_lane123,signal,5,123,2370.0,147.0
bond_ch5_lane124,signal,5,124,2379.0,120.0
bond_ch5_lane125,signal,5,125,2379.0,129.0
bond_ch5_lane126,signal,5,126,2379.0,138.0
bond_ch5_lane127,signal,5,127,2379.0,147.0
VDD_BOND,power,5,-1,2383.5,124.5
VSS_BOND,power,5,-1,2383.5,133.5
VDD_BOND,power,5,-1,2383.5,142.5
VSS_BOND,power,5,-1,2383.5,151.5
bond_ch5_lane128,signal,5,128,2388.0,120.0
bond_ch5_lane129,signal,5,129,2388.0,129.0
bond_ch5_lane130,signal,5,130,2388.0,138.0
bond_ch5_lane131,signal,5,131,2388.0,147.0
bond_ch5_lane132,signal,5,132,2397.0,120.0
bond_ch5_lane133,signal,5,133,2397.0,129.0
bond_ch5_lane134,signal,5,134,2397.0,138.0
bond_ch5_lane135,signal,5,135,2397.0,147.0
bond_ch5_lane136,signal,5,136,2406.0,120.0
bond_ch5_lane137,signal,5,137,2406.0,129.0
bond_ch5_lane138,signal,5,138,2406.0,138.0
bond_ch5_lane139,signal,5,139,2406.0,147.0
bond_ch5_lane140,signal,5,140,2415.0,120.0
bond_ch5_lane141,signal,5,141,2415.0,129.0
bond_ch5_lane142,signal,5,142,2415.0,138.0
bond_ch5_lane143,signal,5,143,2415.0,147.0
VDD_BOND,power,5,-1,2419.5,124.5
VSS_BOND,power,5,-1,2419.5,133.5
VDD_BOND,power,5,-1,2419.5,142.5
VSS_BOND,power,5,-1,2419.5,151.5
bond_ch5_lane144,signal,5,144,2424.0,120.0
bond_ch5_lane145,signal,5,145,2424.0,129.0
bond_ch5_lane146,signal,5,146,2424.0,138.0
bond_ch5_lane147,signal,5,147,2424.0,147.0
bond_ch5_lane148,signal,5,148,2433.0,120.0
bond_ch5_lane149,signal,5,149,2433.0,129.0
bond_ch5_lane150,signal,5,150,2433.0,138.0
bond_ch5_lane151,signal,5,151,2433.0,147.0
bond_ch5_lane152,signal,5,152,2442.0,120.0
bond_ch5_lane153,signal,5,153,2442.0,129.0
bond_ch5_lane154,signal,5,154,2442.0,138.0
bond_ch5_lane155,signal,5,155,2442.0,147.0
bond_ch5_lane156,signal,5,156,2451.0,120.0
bond_ch5_lane157,signal,5,157,2451.0,129.0
bond_ch5_lane158,signal,5,158,2451.0,138.0
bond_ch5_lane159,signal,5,159,2451.0,147.0
VDD_BOND,power,5,-1,2455.5,124.5
VSS_BOND,power,5,-1,2455.5,133.5
VDD_BOND,power,5,-1,2455.5,142.5
VSS_BOND,power,5,-1,2455.5,151.5
bond_ch5_lane160,signal,5,160,2460.0,120.0
bond_ch5_lane161,signal,5,161,2460.0,129.0
bond_ch5_lane162,signal,5,162,2460.0,138.0
bond_ch5_lane163,signal,5,163,2460.0,147.0
bond_ch5_lane164_spare,signal,5,164,2469.0,120.0
bond_ch5_lane165_spare,signal,5,165,2469.0,129.0
bond_ch5_lane166_spare,signal,5,166,2469.0,138.0
bond_ch5_lane167_spare,signal,5,167,2469.0,147.0
bond_ch5_lane168_spare,signal,5,168,2478.0,120.0
bond_ch5_lane169_spare,signal,5,169,2478.0,129.0
bond_ch5_lane170_spare,signal,5,170,2478.0,138.0
bond_ch5_lane171_spare,signal,5,171,2478.0,147.0
VDD_BOND,power,5,-1,2482.5,124.5
VSS_BOND,power,5,-1,2482.5,133.5
VDD_BOND,power,5,-1,2482.5,142.5
VSS_BOND,power,5,-1,2482.5,151.5
bond_ch6_lane0,signal,6,0,2496.0,120.0
bond_ch6_lane1,signal,6,1,2496.0,129.0
bond_ch6_lane2,signal,6,2,2496.0,138.0
bond_ch6_lane3,signal,6,3,2496.0,147.0
VDD_BOND,power,6,-1,2500.5,124.5
VSS_BOND,power,6,-1,2500.5,133.5
VDD_BOND,power,6,-1,2500.5,142.5
VSS_BOND,power,6,-1,2500.5,151.5
bond_ch6_lane4,signal,6,4,2505.0,120.0
bond_ch6_lane5,signal,6,5,2505.0,129.0
bond_ch6_lane6,signal,6,6,2505.0,138.0
bond_ch6_lane7,signal,6,7,2505.0,147.0
bond_ch6_lane8,signal,6,8,2514.0,120.0
bond_ch6_lane9,signal,6,9,2514.0,129.0
bond_ch6_lane10,signal,6,10,2514.0,138.0
bond_ch6_lane11,signal,6,11,2514.0,147.0
bond_ch6_lane12,signal,6,12,2523.0,120.0
bond_ch6_lane13,signal,6,13,2523.0,129.0
bond_ch6_lane14,signal,6,14,2523.0,138.0
bond_ch6_lane15,signal,6,15,2523.0,147.0
VDD_BOND,power,6,-1,2527.5,124.5
VSS_BOND,power,6,-1,2527.5,133.5
VDD_BOND,power,6,-1,2527.5,142.5
VSS_BOND,power,6,-1,2527.5,151.5
bond_ch6_lane16,signal,6,16,2532.0,120.0
bond_ch6_lane17,signal,6,17,2532.0,129.0
bond_ch6_lane18,signal,6,18,2532.0,138.0
bond_ch6_lane19,signal,6,19,2532.0,147.0
bond_ch6_lane20,signal,6,20,2541.0,120.0
bond_ch6_lane21,signal,6,21,2541.0,129.0
bond_ch6_lane22,signal,6,22,2541.0,138.0
bond_ch6_lane23,signal,6,23,2541.0,147.0
bond_ch6_lane24,signal,6,24,2550.0,120.0
bond_ch6_lane25,signal,6,25,2550.0,129.0
bond_ch6_lane26,signal,6,26,2550.0,138.0
bond_ch6_lane27,signal,6,27,2550.0,147.0
bond_ch6_lane28,signal,6,28,2559.0,120.0
bond_ch6_lane29,signal,6,29,2559.0,129.0
bond_ch6_lane30,signal,6,30,2559.0,138.0
bond_ch6_lane31,signal,6,31,2559.0,147.0
VDD_BOND,power,6,-1,2563.5,124.5
VSS_BOND,power,6,-1,2563.5,133.5
VDD_BOND,power,6,-1,2563.5,142.5
VSS_BOND,power,6,-1,2563.5,151.5
bond_ch6_lane32,signal,6,32,2568.0,120.0
bond_ch6_lane33,signal,6,33,2568.0,129.0
bond_ch6_lane34,signal,6,34,2568.0,138.0
bond_ch6_lane35,signal,6,35,2568.0,147.0
bond_ch6_lane36,signal,6,36,2577.0,120.0
bond_ch6_lane37,signal,6,37,2577.0,129.0
bond_ch6_lane38,signal,6,38,2577.0,138.0
bond_ch6_lane39,signal,6,39,2577.0,147.0
bond_ch6_lane40,signal,6,40,2586.0,120.0
bond_ch6_lane41,signal,6,41,2586.0,129.0
bond_ch6_lane42,signal,6,42,2586.0,138.0
bond_ch6_lane43,signal,6,43,2586.0,147.0
bond_ch6_lane44,signal,6,44,2595.0,120.0
bond_ch6_lane45,signal,6,45,2595.0,129.0
bond_ch6_lane46,signal,6,46,2595.0,138.0
bond_ch6_lane47,signal,6,47,2595.0,147.0
VDD_BOND,power,6,-1,2599.5,124.5
VSS_BOND,power,6,-1,2599.5,133.5
VDD_BOND,power,6,-1,2599.5,142.5
VSS_BOND,power,6,-1,2599.5,151.5
bond_ch6_lane48,signal,6,48,2604.0,120.0
bond_ch6_lane49,signal,6,49,2604.0,129.0
bond_ch6_lane50,signal,6,50,2604.0,138.0
bond_ch6_lane51,signal,6,51,2604.0,147.0
bond_ch6_lane52,signal,6,52,2613.0,120.0
bond_ch6_lane53,signal,6,53,2613.0,129.0
bond_ch6_lane54,signal,6,54,2613.0,138.0
bond_ch6_lane55,signal,6,55,2613.0,147.0
bond_ch6_lane56,signal,6,56,2622.0,120.0
bond_ch6_lane57,signal,6,57,2622.0,129.0
bond_ch6_lane58,signal,6,58,2622.0,138.0
bond_ch6_lane59,signal,6,59,2622.0,147.0
bond_ch6_lane60,signal,6,60,2631.0,120.0
bond_ch6_lane61,signal,6,61,2631.0,129.0
bond_ch6_lane62,signal,6,62,2631.0,138.0
bond_ch6_lane63,signal,6,63,2631.0,147.0
VDD_BOND,power,6,-1,2635.5,124.5
VSS_BOND,power,6,-1,2635.5,133.5
VDD_BOND,power,6,-1,2635.5,142.5
VSS_BOND,power,6,-1,2635.5,151.5
bond_ch6_lane64,signal,6,64,2640.0,120.0
bond_ch6_lane65,signal,6,65,2640.0,129.0
bond_ch6_lane66,signal,6,66,2640.0,138.0
bond_ch6_lane67,signal,6,67,2640.0,147.0
bond_ch6_lane68,signal,6,68,2649.0,120.0
bond_ch6_lane69,signal,6,69,2649.0,129.0
bond_ch6_lane70,signal,6,70,2649.0,138.0
bond_ch6_lane71,signal,6,71,2649.0,147.0
bond_ch6_lane72,signal,6,72,2658.0,120.0
bond_ch6_lane73,signal,6,73,2658.0,129.0
bond_ch6_lane74,signal,6,74,2658.0,138.0
bond_ch6_lane75,signal,6,75,2658.0,147.0
bond_ch6_lane76,signal,6,76,2667.0,120.0
bond_ch6_lane77,signal,6,77,2667.0,129.0
bond_ch6_lane78,signal,6,78,2667.0,138.0
bond_ch6_lane79,signal,6,79,2667.0,147.0
VDD_BOND,power,6,-1,2671.5,124.5
VSS_BOND,power,6,-1,2671.5,133.5
VDD_BOND,power,6,-1,2671.5,142.5
VSS_BOND,power,6,-1,2671.5,151.5
bond_ch6_lane80,signal,6,80,2676.0,120.0
bond_ch6_lane81,signal,6,81,2676.0,129.0
bond_ch6_lane82,signal,6,82,2676.0,138.0
bond_ch6_lane83,signal,6,83,2676.0,147.0
bond_ch6_lane84,signal,6,84,2685.0,120.0
bond_ch6_lane85,signal,6,85,2685.0,129.0
bond_ch6_lane86,signal,6,86,2685.0,138.0
bond_ch6_lane87,signal,6,87,2685.0,147.0
bond_ch6_lane88,signal,6,88,2694.0,120.0
bond_ch6_lane89,signal,6,89,2694.0,129.0
bond_ch6_lane90,signal,6,90,2694.0,138.0
bond_ch6_lane91,signal,6,91,2694.0,147.0
bond_ch6_lane92,signal,6,92,2703.0,120.0
bond_ch6_lane93,signal,6,93,2703.0,129.0
bond_ch6_lane94,signal,6,94,2703.0,138.0
bond_ch6_lane95,signal,6,95,2703.0,147.0
VDD_BOND,power,6,-1,2707.5,124.5
VSS_BOND,power,6,-1,2707.5,133.5
VDD_BOND,power,6,-1,2707.5,142.5
VSS_BOND,power,6,-1,2707.5,151.5
bond_ch6_lane96,signal,6,96,2712.0,120.0
bond_ch6_lane97,signal,6,97,2712.0,129.0
bond_ch6_lane98,signal,6,98,2712.0,138.0
bond_ch6_lane99,signal,6,99,2712.0,147.0
bond_ch6_lane100,signal,6,100,2721.0,120.0
bond_ch6_lane101,signal,6,101,2721.0,129.0
bond_ch6_lane102,signal,6,102,2721.0,138.0
bond_ch6_lane103,signal,6,103,2721.0,147.0
bond_ch6_lane104,signal,6,104,2730.0,120.0
bond_ch6_lane105,signal,6,105,2730.0,129.0
bond_ch6_lane106,signal,6,106,2730.0,138.0
bond_ch6_lane107,signal,6,107,2730.0,147.0
bond_ch6_lane108,signal,6,108,2739.0,120.0
bond_ch6_lane109,signal,6,109,2739.0,129.0
bond_ch6_lane110,signal,6,110,2739.0,138.0
bond_ch6_lane111,signal,6,111,2739.0,147.0
VDD_BOND,power,6,-1,2743.5,124.5
VSS_BOND,power,6,-1,2743.5,133.5
VDD_BOND,power,6,-1,2743.5,142.5
VSS_BOND,power,6,-1,2743.5,151.5
bond_ch6_lane112,signal,6,112,2748.0,120.0
bond_ch6_lane113,signal,6,113,2748.0,129.0
bond_ch6_lane114,signal,6,114,2748.0,138.0
bond_ch6_lane115,signal,6,115,2748.0,147.0
bond_ch6_lane116,signal,6,116,2757.0,120.0
bond_ch6_lane117,signal,6,117,2757.0,129.0
bond_ch6_lane118,signal,6,118,2757.0,138.0
bond_ch6_lane119,signal,6,119,2757.0,147.0
bond_ch6_lane120,signal,6,120,2766.0,120.0
bond_ch6_lane121,signal,6,121,2766.0,129.0
bond_ch6_lane122,signal,6,122,2766.0,138.0
bond_ch6_lane123,signal,6,123,2766.0,147.0
bond_ch6_lane124,signal,6,124,2775.0,120.0
bond_ch6_lane125,signal,6,125,2775.0,129.0
bond_ch6_lane126,signal,6,126,2775.0,138.0
bond_ch6_lane127,signal,6,127,2775.0,147.0
VDD_BOND,power,6,-1,2779.5,124.5
VSS_BOND,power,6,-1,2779.5,133.5
VDD_BOND,power,6,-1,2779.5,142.5
VSS_BOND,power,6,-1,2779.5,151.5
bond_ch6_lane128,signal,6,128,2784.0,120.0
bond_ch6_lane129,signal,6,129,2784.0,129.0
bond_ch6_lane130,signal,6,130,2784.0,138.0
bond_ch6_lane131,signal,6,131,2784.0,147.0
bond_ch6_lane132,signal,6,132,2793.0,120.0
bond_ch6_lane133,signal,6,133,2793.0,129.0
bond_ch6_lane134,signal,6,134,2793.0,138.0
bond_ch6_lane135,signal,6,135,2793.0,147.0
bond_ch6_lane136,signal,6,136,2802.0,120.0
bond_ch6_lane137,signal,6,137,2802.0,129.0
bond_ch6_lane138,signal,6,138,2802.0,138.0
bond_ch6_lane139,signal,6,139,2802.0,147.0
bond_ch6_lane140,signal,6,140,2811.0,120.0
bond_ch6_lane141,signal,6,141,2811.0,129.0
bond_ch6_lane142,signal,6,142,2811.0,138.0
bond_ch6_lane143,signal,6,143,2811.0,147.0
VDD_BOND,power,6,-1,2815.5,124.5
VSS_BOND,power,6,-1,2815.5,133.5
VDD_BOND,power,6,-1,2815.5,142.5
VSS_BOND,power,6,-1,2815.5,151.5
bond_ch6_lane144,signal,6,144,2820.0,120.0
bond_ch6_lane145,signal,6,145,2820.0,129.0
bond_ch6_lane146,signal,6,146,2820.0,138.0
bond_ch6_lane147,signal,6,147,2820.0,147.0
bond_ch6_lane148,signal,6,148,2829.0,120.0
bond_ch6_lane149,signal,6,149,2829.0,129.0
bond_ch6_lane150,signal,6,150,2829.0,138.0
bond_ch6_lane151,signal,6,151,2829.0,147.0
bond_ch6_lane152,signal,6,152,2838.0,120.0
bond_ch6_lane153,signal,6,153,2838.0,129.0
bond_ch6_lane154,signal,6,154,2838.0,138.0
bond_ch6_lane155,signal,6,155,2838.0,147.0
bond_ch6_lane156,signal,6,156,2847.0,120.0
bond_ch6_lane157,signal,6,157,2847.0,129.0
bond_ch6_lane158,signal,6,158,2847.0,138.0
bond_ch6_lane159,signal,6,159,2847.0,147.0
VDD_BOND,power,6,-1,2851.5,124.5
VSS_BOND,power,6,-1,2851.5,133.5
VDD_BOND,power,6,-1,2851.5,142.5
VSS_BOND,power,6,-1,2851.5,151.5
bond_ch6_lane160,signal,6,160,2856.0,120.0
bond_ch6_lane161,signal,6,161,2856.0,129.0
bond_ch6_lane162,signal,6,162,2856.0,138.0
bond_ch6_lane163,signal,6,163,2856.0,147.0
bond_ch6_lane164_spare,signal,6,164,2865.0,120.0
bond_ch6_lane165_spare,signal,6,165,2865.0,129.0
bond_ch6_lane166_spare,signal,6,166,2865.0,138.0
bond_ch6_lane167_spare,signal,6,167,2865.0,147.0
bond_ch6_lane168_spare,signal,6,168,2874.0,120.0
bond_ch6_lane169_spare,signal,6,169,2874.0,129.0
bond_ch6_lane170_spare,signal,6,170,2874.0,138.0
bond_ch6_lane171_spare,signal,6,171,2874.0,147.0
VDD_BOND,power,6,-1,2878.5,124.5
VSS_BOND,power,6,-1,2878.5,133.5
VDD_BOND,power,6,-1,2878.5,142.5
VSS_BOND,power,6,-1,2878.5,151.5
bond_ch7_lane0,signal,7,0,2892.0,120.0
bond_ch7_lane1,signal,7,1,2892.0,129.0
bond_ch7_lane2,signal,7,2,2892.0,138.0
bond_ch7_lane3,signal,7,3,2892.0,147.0
VDD_BOND,power,7,-1,2896.5,124.5
VSS_BOND,power,7,-1,2896.5,133.5
VDD_BOND,power,7,-1,2896.5,142.5
VSS_BOND,power,7,-1,2896.5,151.5
bond_ch7_lane4,signal,7,4,2901.0,120.0
bond_ch7_lane5,signal,7,5,2901.0,129.0
bond_ch7_lane6,signal,7,6,2901.0,138.0
bond_ch7_lane7,signal,7,7,2901.0,147.0
bond_ch7_lane8,signal,7,8,2910.0,120.0
bond_ch7_lane9,signal,7,9,2910.0,129.0
bond_ch7_lane10,signal,7,10,2910.0,138.0
bond_ch7_lane11,signal,7,11,2910.0,147.0
bond_ch7_lane12,signal,7,12,2919.0,120.0
bond_ch7_lane13,signal,7,13,2919.0,129.0
bond_ch7_lane14,signal,7,14,2919.0,138.0
bond_ch7_lane15,signal,7,15,2919.0,147.0
VDD_BOND,power,7,-1,2923.5,124.5
VSS_BOND,power,7,-1,2923.5,133.5
VDD_BOND,power,7,-1,2923.5,142.5
VSS_BOND,power,7,-1,2923.5,151.5
bond_ch7_lane16,signal,7,16,2928.0,120.0
bond_ch7_lane17,signal,7,17,2928.0,129.0
bond_ch7_lane18,signal,7,18,2928.0,138.0
bond_ch7_lane19,signal,7,19,2928.0,147.0
bond_ch7_lane20,signal,7,20,2937.0,120.0
bond_ch7_lane21,signal,7,21,2937.0,129.0
bond_ch7_lane22,signal,7,22,2937.0,138.0
bond_ch7_lane23,signal,7,23,2937.0,147.0
bond_ch7_lane24,signal,7,24,2946.0,120.0
bond_ch7_lane25,signal,7,25,2946.0,129.0
bond_ch7_lane26,signal,7,26,2946.0,138.0
bond_ch7_lane27,signal,7,27,2946.0,147.0
bond_ch7_lane28,signal,7,28,2955.0,120.0
bond_ch7_lane29,signal,7,29,2955.0,129.0
bond_ch7_lane30,signal,7,30,2955.0,138.0
bond_ch7_lane31,signal,7,31,2955.0,147.0
VDD_BOND,power,7,-1,2959.5,124.5
VSS_BOND,power,7,-1,2959.5,133.5
VDD_BOND,power,7,-1,2959.5,142.5
VSS_BOND,power,7,-1,2959.5,151.5
bond_ch7_lane32,signal,7,32,2964.0,120.0
bond_ch7_lane33,signal,7,33,2964.0,129.0
bond_ch7_lane34,signal,7,34,2964.0,138.0
bond_ch7_lane35,signal,7,35,2964.0,147.0
bond_ch7_lane36,signal,7,36,2973.0,120.0
bond_ch7_lane37,signal,7,37,2973.0,129.0
bond_ch7_lane38,signal,7,38,2973.0,138.0
bond_ch7_lane39,signal,7,39,2973.0,147.0
bond_ch7_lane40,signal,7,40,2982.0,120.0
bond_ch7_lane41,signal,7,41,2982.0,129.0
bond_ch7_lane42,signal,7,42,2982.0,138.0
bond_ch7_lane43,signal,7,43,2982.0,147.0
bond_ch7_lane44,signal,7,44,2991.0,120.0
bond_ch7_lane45,signal,7,45,2991.0,129.0
bond_ch7_lane46,signal,7,46,2991.0,138.0
bond_ch7_lane47,signal,7,47,2991.0,147.0
VDD_BOND,power,7,-1,2995.5,124.5
VSS_BOND,power,7,-1,2995.5,133.5
